clean_text,Sentiment,SentimentScore/Mixed,SentimentScore/Negative,SentimentScore/Neutral,SentimentScore/Positive,original_author
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,imnotain
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nadiaaothmn
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,teh_papi
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,ecvhvhvhv
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,BobbyGayButo
cesc_wafiq Neseruler SPCA_SG nparksbuzz Any updates,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,BobbyGayButo
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,9.384845043314272e-7,0.00003624631790444255,0.9988164901733398,0.0011463642586022615,sujihangus
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,termenungsaja
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nurinakamilia1
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,qesthina
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,Mierakwan
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,bidadaryza
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,emannnabila_
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,aisyahhzakiahh
